spectrum_id,fold
MassSpecGymID0142525,train
MassSpecGymID0142526,train
MassSpecGymID0142527,train
MassSpecGymID0142528,train
MassSpecGymID0142529,train
MassSpecGymID0142531,train
MassSpecGymID0142532,train
MassSpecGymID0142534,train
MassSpecGymID0142536,train
MassSpecGymID0142537,train
MassSpecGymID0142538,train
MassSpecGymID0142539,train
MassSpecGymID0142540,train
MassSpecGymID0142541,train
MassSpecGymID0142542,train
MassSpecGymID0142545,train
MassSpecGymID0142546,train
MassSpecGymID0142548,train
MassSpecGymID0142550,train
MassSpecGymID0142551,train
MassSpecGymID0142553,train
MassSpecGymID0142555,train
MassSpecGymID0142556,train
MassSpecGymID0142557,train
MassSpecGymID0142558,train
MassSpecGymID0142559,train
MassSpecGymID0142560,train
MassSpecGymID0142561,train
MassSpecGymID0142562,train
MassSpecGymID0142563,train
MassSpecGymID0142564,train
MassSpecGymID0142565,train
MassSpecGymID0142566,train
MassSpecGymID0142567,train
MassSpecGymID0142568,train
MassSpecGymID0142569,train
MassSpecGymID0142570,train
MassSpecGymID0142571,train
MassSpecGymID0142572,train
MassSpecGymID0142573,train
MassSpecGymID0142574,train
MassSpecGymID0142575,train
MassSpecGymID0142576,train
MassSpecGymID0142577,train
MassSpecGymID0142578,id_val
MassSpecGymID0142579,id_val
MassSpecGymID0142580,id_val
MassSpecGymID0142581,id_val
MassSpecGymID0142582,id_val
MassSpecGymID0142584,id_val
MassSpecGymID0142585,id_val
MassSpecGymID0142586,id_val
MassSpecGymID0142587,id_val
MassSpecGymID0142588,id_val
MassSpecGymID0142589,id_val
MassSpecGymID0142590,id_val
MassSpecGymID0142593,id_val
MassSpecGymID0142594,id_val
MassSpecGymID0142595,id_val
MassSpecGymID0142596,id_val
MassSpecGymID0142597,id_val
MassSpecGymID0142598,ood
MassSpecGymID0142599,ood
MassSpecGymID0142600,ood
MassSpecGymID0142601,ood
MassSpecGymID0142602,ood
MassSpecGymID0142603,ood
MassSpecGymID0142604,ood
MassSpecGymID0142605,ood
MassSpecGymID0142606,ood
MassSpecGymID0142607,ood
MassSpecGymID0142608,ood
MassSpecGymID0142609,ood
MassSpecGymID0142610,ood
MassSpecGymID0142611,ood
MassSpecGymID0142612,ood
MassSpecGymID0142613,ood
MassSpecGymID0142614,ood
MassSpecGymID0142615,ood
MassSpecGymID0142616,ood
MassSpecGymID0142617,ood
MassSpecGymID0142618,ood
MassSpecGymID0142619,ood
MassSpecGymID0142621,ood
MassSpecGymID0142622,ood
MassSpecGymID0142623,ood
MassSpecGymID0142624,ood
MassSpecGymID0142625,ood
MassSpecGymID0142626,ood
MassSpecGymID0142627,ood
MassSpecGymID0142628,ood
MassSpecGymID0142629,ood
MassSpecGymID0142630,ood
MassSpecGymID0142631,ood
MassSpecGymID0142632,train
MassSpecGymID0142633,train
MassSpecGymID0142634,train
MassSpecGymID0142635,train
MassSpecGymID0142636,train
MassSpecGymID0142637,train
MassSpecGymID0142638,train
MassSpecGymID0142639,train
MassSpecGymID0142641,train
MassSpecGymID0142642,train
MassSpecGymID0142643,train
MassSpecGymID0142644,train
MassSpecGymID0142645,ood
MassSpecGymID0142646,ood
MassSpecGymID0142647,ood
MassSpecGymID0142648,ood
MassSpecGymID0142649,ood
MassSpecGymID0142650,ood
MassSpecGymID0142651,ood
MassSpecGymID0142652,ood
MassSpecGymID0142653,ood
MassSpecGymID0142654,ood
MassSpecGymID0142655,ood
MassSpecGymID0142656,id_val
MassSpecGymID0142657,id_val
MassSpecGymID0142658,id_val
MassSpecGymID0142659,id_val
MassSpecGymID0142660,id_val
MassSpecGymID0142661,id_val
MassSpecGymID0142662,id_val
MassSpecGymID0142663,id_val
MassSpecGymID0142664,id_val
MassSpecGymID0142665,id_val
MassSpecGymID0142666,id_val
MassSpecGymID0142667,id_val
MassSpecGymID0142668,id_val
MassSpecGymID0142669,id_val
MassSpecGymID0142670,id_val
MassSpecGymID0142671,id_val
MassSpecGymID0142672,train
MassSpecGymID0142673,train
MassSpecGymID0142674,train
MassSpecGymID0142675,train
MassSpecGymID0142676,train
MassSpecGymID0142677,train
MassSpecGymID0142678,train
MassSpecGymID0142679,train
MassSpecGymID0142680,train
MassSpecGymID0142681,train
MassSpecGymID0142682,train
MassSpecGymID0142683,train
MassSpecGymID0142684,train
MassSpecGymID0142685,train
MassSpecGymID0142686,train
MassSpecGymID0142687,train
MassSpecGymID0142688,train
MassSpecGymID0142689,train
MassSpecGymID0142690,train
MassSpecGymID0142691,train
MassSpecGymID0142692,train
MassSpecGymID0142693,train
MassSpecGymID0142694,train
MassSpecGymID0142695,train
MassSpecGymID0142696,train
MassSpecGymID0142697,train
MassSpecGymID0142698,train
MassSpecGymID0142699,train
MassSpecGymID0142700,id_val
MassSpecGymID0142701,id_val
MassSpecGymID0142702,id_val
MassSpecGymID0142704,id_val
MassSpecGymID0142705,id_val
MassSpecGymID0142706,id_val
MassSpecGymID0142709,train
MassSpecGymID0142710,train
MassSpecGymID0142711,train
MassSpecGymID0142712,train
MassSpecGymID0142714,train
MassSpecGymID0142715,train
MassSpecGymID0142716,train
MassSpecGymID0142717,train
MassSpecGymID0142718,train
MassSpecGymID0142719,train
MassSpecGymID0142720,train
MassSpecGymID0142721,train
MassSpecGymID0142723,train
MassSpecGymID0142724,train
MassSpecGymID0142725,train
MassSpecGymID0142726,train
MassSpecGymID0142727,train
MassSpecGymID0142728,train
MassSpecGymID0142729,train
MassSpecGymID0142730,train
MassSpecGymID0142731,train
MassSpecGymID0142732,train
MassSpecGymID0142733,train
MassSpecGymID0142734,train
MassSpecGymID0142735,holdout
MassSpecGymID0142736,holdout
MassSpecGymID0142740,train
MassSpecGymID0142741,train
MassSpecGymID0142742,train
MassSpecGymID0142744,train
MassSpecGymID0142745,train
MassSpecGymID0142746,train
MassSpecGymID0142748,train
MassSpecGymID0142749,train
MassSpecGymID0142750,train
MassSpecGymID0142751,train
MassSpecGymID0142752,train
MassSpecGymID0142753,train
MassSpecGymID0142754,train
MassSpecGymID0142755,train
MassSpecGymID0142756,train
MassSpecGymID0142757,train
MassSpecGymID0142758,train
MassSpecGymID0142759,train
MassSpecGymID0142761,train
MassSpecGymID0142762,train
MassSpecGymID0142763,train
MassSpecGymID0142764,train
MassSpecGymID0142765,train
MassSpecGymID0142766,train
MassSpecGymID0142767,train
MassSpecGymID0142768,train
MassSpecGymID0142769,train
MassSpecGymID0142770,train
MassSpecGymID0142771,train
MassSpecGymID0142772,id_val
MassSpecGymID0142773,holdout
MassSpecGymID0142774,train
MassSpecGymID0142775,train
MassSpecGymID0142776,holdout
MassSpecGymID0142777,holdout
MassSpecGymID0142778,holdout
MassSpecGymID0142779,holdout
MassSpecGymID0142780,holdout
MassSpecGymID0142781,train
MassSpecGymID0142782,train
MassSpecGymID0142783,holdout
MassSpecGymID0142784,train
MassSpecGymID0142785,train
MassSpecGymID0142786,holdout
MassSpecGymID0142787,train
MassSpecGymID0142788,holdout
MassSpecGymID0142789,train
MassSpecGymID0142790,train
MassSpecGymID0142791,ood
MassSpecGymID0142792,train
MassSpecGymID0142793,id_val
MassSpecGymID0142794,holdout
MassSpecGymID0142795,holdout
MassSpecGymID0142796,holdout
MassSpecGymID0142797,holdout
MassSpecGymID0142798,holdout
MassSpecGymID0142799,holdout
MassSpecGymID0142800,holdout
MassSpecGymID0142802,holdout
MassSpecGymID0142804,holdout
MassSpecGymID0142806,holdout
MassSpecGymID0142807,holdout
MassSpecGymID0142808,holdout
MassSpecGymID0142809,holdout
MassSpecGymID0142810,train
MassSpecGymID0142811,train
MassSpecGymID0142812,train
MassSpecGymID0142813,train
MassSpecGymID0142815,holdout
MassSpecGymID0142816,holdout
MassSpecGymID0142817,train
MassSpecGymID0142818,holdout
MassSpecGymID0142819,holdout
MassSpecGymID0142820,train
MassSpecGymID0142821,train
MassSpecGymID0142822,train
MassSpecGymID0142823,train
MassSpecGymID0142824,train
MassSpecGymID0142825,train
MassSpecGymID0142826,train
MassSpecGymID0142827,train
MassSpecGymID0142828,train
MassSpecGymID0142829,train
MassSpecGymID0142830,train
MassSpecGymID0142831,train
MassSpecGymID0142832,train
MassSpecGymID0142833,train
MassSpecGymID0142834,train
MassSpecGymID0142835,train
MassSpecGymID0142836,train
MassSpecGymID0142837,train
MassSpecGymID0142838,train
MassSpecGymID0142839,train
MassSpecGymID0142840,train
MassSpecGymID0142841,train
MassSpecGymID0142842,train
MassSpecGymID0142843,train
MassSpecGymID0142844,train
MassSpecGymID0142845,train
MassSpecGymID0142846,train
MassSpecGymID0142847,train
MassSpecGymID0142848,holdout
MassSpecGymID0142850,holdout
MassSpecGymID0142851,holdout
MassSpecGymID0142852,holdout
MassSpecGymID0142854,holdout
MassSpecGymID0142855,holdout
MassSpecGymID0142858,holdout
MassSpecGymID0142859,holdout
MassSpecGymID0142868,holdout
MassSpecGymID0142877,holdout
MassSpecGymID0142879,holdout
MassSpecGymID0142884,holdout
MassSpecGymID0142897,holdout
MassSpecGymID0142908,holdout
MassSpecGymID0142910,holdout
MassSpecGymID0142912,holdout
MassSpecGymID0142914,holdout
MassSpecGymID0142916,holdout
MassSpecGymID0142918,holdout
MassSpecGymID0142920,holdout
MassSpecGymID0142923,holdout
MassSpecGymID0142925,holdout
MassSpecGymID0142927,holdout
MassSpecGymID0142929,holdout
MassSpecGymID0142932,holdout
MassSpecGymID0142936,holdout
MassSpecGymID0142937,holdout
MassSpecGymID0142938,holdout
MassSpecGymID0142939,holdout
MassSpecGymID0142940,holdout
MassSpecGymID0142941,holdout
MassSpecGymID0142942,holdout
MassSpecGymID0142943,holdout
MassSpecGymID0142944,holdout
MassSpecGymID0142945,holdout
MassSpecGymID0142946,holdout
MassSpecGymID0142947,holdout
MassSpecGymID0142949,holdout
MassSpecGymID0142951,holdout
MassSpecGymID0142953,holdout
MassSpecGymID0142954,holdout
MassSpecGymID0142955,holdout
MassSpecGymID0142956,holdout
MassSpecGymID0142957,holdout
MassSpecGymID0142958,holdout
MassSpecGymID0142959,holdout
MassSpecGymID0142960,holdout
MassSpecGymID0142962,holdout
MassSpecGymID0142965,holdout
MassSpecGymID0142967,holdout
MassSpecGymID0142968,holdout
MassSpecGymID0142970,holdout
MassSpecGymID0142972,holdout
MassSpecGymID0142974,holdout
MassSpecGymID0142976,holdout
MassSpecGymID0142977,holdout
MassSpecGymID0142978,holdout
MassSpecGymID0142979,holdout
MassSpecGymID0142980,holdout
MassSpecGymID0142981,holdout
MassSpecGymID0142982,holdout
MassSpecGymID0142983,holdout
MassSpecGymID0142984,holdout
MassSpecGymID0142985,holdout
MassSpecGymID0142986,holdout
MassSpecGymID0142987,holdout
MassSpecGymID0142989,holdout
MassSpecGymID0142990,holdout
MassSpecGymID0142991,holdout
MassSpecGymID0142992,holdout
MassSpecGymID0142994,holdout
MassSpecGymID0142996,holdout
MassSpecGymID0142998,holdout
MassSpecGymID0143000,holdout
MassSpecGymID0143002,holdout
MassSpecGymID0143005,holdout
MassSpecGymID0143006,holdout
MassSpecGymID0143007,holdout
MassSpecGymID0143009,holdout
MassSpecGymID0143011,holdout
MassSpecGymID0143013,holdout
MassSpecGymID0143015,holdout
MassSpecGymID0143122,holdout
MassSpecGymID0143124,holdout
MassSpecGymID0143126,holdout
MassSpecGymID0143128,holdout
MassSpecGymID0143130,holdout
MassSpecGymID0143131,holdout
MassSpecGymID0143133,holdout
MassSpecGymID0143135,holdout
MassSpecGymID0143138,holdout
MassSpecGymID0143140,holdout
MassSpecGymID0143142,holdout
MassSpecGymID0143144,holdout
MassSpecGymID0143146,holdout
MassSpecGymID0143148,holdout
MassSpecGymID0143150,holdout
MassSpecGymID0143152,holdout
MassSpecGymID0143155,holdout
MassSpecGymID0143168,holdout
MassSpecGymID0143169,holdout
MassSpecGymID0143170,ood
MassSpecGymID0143171,ood
MassSpecGymID0143172,ood
MassSpecGymID0143173,ood
MassSpecGymID0143174,ood
MassSpecGymID0143175,ood
MassSpecGymID0143176,ood
MassSpecGymID0143177,ood
MassSpecGymID0143178,ood
MassSpecGymID0143180,ood
MassSpecGymID0143181,ood
MassSpecGymID0143182,ood
MassSpecGymID0143183,ood
MassSpecGymID0143184,ood
MassSpecGymID0143185,ood
MassSpecGymID0143186,ood
MassSpecGymID0143187,ood
MassSpecGymID0143188,ood
MassSpecGymID0143189,ood
MassSpecGymID0143190,ood
MassSpecGymID0143191,ood
MassSpecGymID0143192,ood
MassSpecGymID0143193,ood
MassSpecGymID0143194,ood
MassSpecGymID0143195,ood
MassSpecGymID0143196,ood
MassSpecGymID0143197,ood
MassSpecGymID0143198,ood
MassSpecGymID0143199,ood
MassSpecGymID0143200,ood
MassSpecGymID0143201,ood
MassSpecGymID0143202,ood
MassSpecGymID0143203,ood
MassSpecGymID0143204,ood
MassSpecGymID0143205,ood
MassSpecGymID0143206,ood
MassSpecGymID0143207,ood
MassSpecGymID0143208,ood
MassSpecGymID0143209,ood
MassSpecGymID0143210,ood
MassSpecGymID0143211,ood
MassSpecGymID0143216,ood
MassSpecGymID0143218,id_val
MassSpecGymID0143219,id_val
MassSpecGymID0143221,id_val
MassSpecGymID0143223,id_val
MassSpecGymID0143224,id_val
MassSpecGymID0143226,id_val
MassSpecGymID0143239,id_val
MassSpecGymID0143241,id_val
MassSpecGymID0143243,id_val
MassSpecGymID0143245,id_val
MassSpecGymID0143247,id_val
MassSpecGymID0143249,id_val
MassSpecGymID0143250,id_val
MassSpecGymID0143252,id_val
MassSpecGymID0143255,id_val
MassSpecGymID0143257,id_val
MassSpecGymID0143310,id_val
MassSpecGymID0143314,id_val
MassSpecGymID0143318,id_val
MassSpecGymID0143332,id_val
MassSpecGymID0143334,id_val
MassSpecGymID0143335,holdout
MassSpecGymID0143336,holdout
MassSpecGymID0143337,holdout
MassSpecGymID0143338,holdout
MassSpecGymID0143339,holdout
MassSpecGymID0143340,holdout
MassSpecGymID0143341,ood
MassSpecGymID0143342,ood
MassSpecGymID0143343,ood
MassSpecGymID0143344,ood
MassSpecGymID0143345,ood
MassSpecGymID0143346,ood
MassSpecGymID0143375,ood
MassSpecGymID0143377,ood
MassSpecGymID0143381,ood
MassSpecGymID0143385,ood
MassSpecGymID0143387,ood
MassSpecGymID0143389,ood
MassSpecGymID0143476,ood
MassSpecGymID0143477,ood
MassSpecGymID0143482,train
MassSpecGymID0143483,train
MassSpecGymID0143484,train
MassSpecGymID0143485,train
MassSpecGymID0143486,train
MassSpecGymID0143487,train
MassSpecGymID0143488,train
MassSpecGymID0143489,train
MassSpecGymID0143490,train
MassSpecGymID0143493,holdout
MassSpecGymID0143494,holdout
MassSpecGymID0143498,holdout
MassSpecGymID0143499,train
MassSpecGymID0143502,train
MassSpecGymID0143506,train
MassSpecGymID0143511,train
MassSpecGymID0143515,train
MassSpecGymID0143521,train
MassSpecGymID0143522,train
MassSpecGymID0143523,train
MassSpecGymID0143524,train
MassSpecGymID0143525,train
MassSpecGymID0143526,train
MassSpecGymID0143527,train
MassSpecGymID0143528,train
MassSpecGymID0143529,train
MassSpecGymID0143530,train
MassSpecGymID0143531,train
MassSpecGymID0143532,train
MassSpecGymID0143533,train
MassSpecGymID0143534,train
MassSpecGymID0143535,train
MassSpecGymID0143536,train
MassSpecGymID0143537,train
MassSpecGymID0143538,train
MassSpecGymID0143539,train
MassSpecGymID0143540,train
MassSpecGymID0143542,train
MassSpecGymID0143548,train
MassSpecGymID0143550,train
MassSpecGymID0143552,train
MassSpecGymID0143555,train
MassSpecGymID0143557,train
MassSpecGymID0143559,train
MassSpecGymID0143561,train
MassSpecGymID0143563,train
MassSpecGymID0143565,train
MassSpecGymID0143569,train
MassSpecGymID0143571,train
MassSpecGymID0143573,train
MassSpecGymID0143575,train
MassSpecGymID0143577,train
MassSpecGymID0143580,train
MassSpecGymID0143582,train
MassSpecGymID0143584,train
MassSpecGymID0143586,train
MassSpecGymID0143588,train
MassSpecGymID0143592,train
MassSpecGymID0143594,train
MassSpecGymID0143598,train
MassSpecGymID0143600,train
MassSpecGymID0143607,train
MassSpecGymID0143635,train
MassSpecGymID0143651,train
MassSpecGymID0143652,holdout
MassSpecGymID0143654,holdout
MassSpecGymID0143655,holdout
MassSpecGymID0143656,holdout
MassSpecGymID0143658,holdout
MassSpecGymID0143659,holdout
MassSpecGymID0143661,holdout
MassSpecGymID0143662,holdout
MassSpecGymID0143664,holdout
MassSpecGymID0143665,holdout
MassSpecGymID0143666,holdout
MassSpecGymID0143667,holdout
MassSpecGymID0143668,holdout
MassSpecGymID0143669,holdout
MassSpecGymID0143670,holdout
MassSpecGymID0143671,holdout
MassSpecGymID0143672,holdout
MassSpecGymID0143673,holdout
MassSpecGymID0143674,holdout
MassSpecGymID0143675,holdout
MassSpecGymID0143676,holdout
MassSpecGymID0143677,holdout
MassSpecGymID0143678,holdout
MassSpecGymID0143679,holdout
MassSpecGymID0143680,holdout
MassSpecGymID0143681,holdout
MassSpecGymID0143683,holdout
MassSpecGymID0143684,holdout
MassSpecGymID0143686,holdout
MassSpecGymID0143687,ood
MassSpecGymID0143688,ood
MassSpecGymID0143689,ood
MassSpecGymID0143690,ood
MassSpecGymID0143691,ood
MassSpecGymID0143692,ood
MassSpecGymID0143694,train
MassSpecGymID0143696,train
MassSpecGymID0143699,train
MassSpecGymID0143701,train
MassSpecGymID0143703,train
MassSpecGymID0143704,train
MassSpecGymID0143705,train
MassSpecGymID0143706,train
MassSpecGymID0143707,train
MassSpecGymID0143708,train
MassSpecGymID0143709,ood
MassSpecGymID0143710,ood
MassSpecGymID0143711,ood
MassSpecGymID0143712,ood
MassSpecGymID0143713,ood
MassSpecGymID0143714,ood
MassSpecGymID0143724,train
MassSpecGymID0143730,train
MassSpecGymID0143732,train
MassSpecGymID0143741,train
MassSpecGymID0143743,train
MassSpecGymID0143745,train
MassSpecGymID0143746,train
MassSpecGymID0143747,train
MassSpecGymID0143748,train
MassSpecGymID0143749,train
MassSpecGymID0143750,train
MassSpecGymID0143751,train
MassSpecGymID0143752,train
MassSpecGymID0143753,train
MassSpecGymID0143754,train
MassSpecGymID0143755,train
MassSpecGymID0143756,train
MassSpecGymID0143757,train
MassSpecGymID0143758,train
MassSpecGymID0143759,train
MassSpecGymID0143760,train
MassSpecGymID0143761,train
MassSpecGymID0143762,train
MassSpecGymID0143764,holdout
MassSpecGymID0143765,holdout
MassSpecGymID0143766,holdout
MassSpecGymID0143767,holdout
MassSpecGymID0143770,holdout
MassSpecGymID0143772,holdout
MassSpecGymID0143773,id_val
MassSpecGymID0143774,id_val
MassSpecGymID0143775,id_val
MassSpecGymID0143776,id_val
MassSpecGymID0143777,id_val
MassSpecGymID0143779,id_val
MassSpecGymID0143780,id_val
MassSpecGymID0143781,id_val
MassSpecGymID0143782,train
MassSpecGymID0143783,train
MassSpecGymID0143784,train
MassSpecGymID0143785,train
MassSpecGymID0143786,train
MassSpecGymID0143787,train
MassSpecGymID0143788,train
MassSpecGymID0143789,train
MassSpecGymID0143790,train
MassSpecGymID0143791,train
MassSpecGymID0143792,train
MassSpecGymID0143793,train
MassSpecGymID0143794,train
MassSpecGymID0143795,train
MassSpecGymID0143796,train
MassSpecGymID0143797,train
MassSpecGymID0143798,train
MassSpecGymID0143801,train
MassSpecGymID0143802,train
MassSpecGymID0143806,train
MassSpecGymID0143807,train
MassSpecGymID0143808,train
MassSpecGymID0143809,train
MassSpecGymID0143810,train
MassSpecGymID0143811,train
MassSpecGymID0143812,train
MassSpecGymID0143813,train
MassSpecGymID0143814,train
MassSpecGymID0143815,train
MassSpecGymID0143816,train
MassSpecGymID0143817,train
MassSpecGymID0143818,train
MassSpecGymID0143819,train
MassSpecGymID0143820,train
MassSpecGymID0143821,train
MassSpecGymID0143822,train
MassSpecGymID0143823,train
MassSpecGymID0143825,train
MassSpecGymID0143827,train
MassSpecGymID0143828,ood
MassSpecGymID0143829,ood
MassSpecGymID0143830,ood
MassSpecGymID0143831,ood
MassSpecGymID0143832,ood
MassSpecGymID0143833,ood
MassSpecGymID0143834,ood
MassSpecGymID0143835,ood
MassSpecGymID0143836,train
MassSpecGymID0143837,train
MassSpecGymID0143838,train
MassSpecGymID0143839,train
MassSpecGymID0143840,train
MassSpecGymID0143841,train
MassSpecGymID0143842,train
MassSpecGymID0143843,train
MassSpecGymID0143844,train
MassSpecGymID0143845,train
MassSpecGymID0143846,train
MassSpecGymID0143847,train
MassSpecGymID0143848,train
MassSpecGymID0143849,train
MassSpecGymID0143850,train
MassSpecGymID0143851,train
MassSpecGymID0143852,train
MassSpecGymID0143853,train
MassSpecGymID0143855,train
MassSpecGymID0143856,train
MassSpecGymID0143857,train
MassSpecGymID0143858,train
MassSpecGymID0143859,train
MassSpecGymID0143860,train
MassSpecGymID0143861,train
MassSpecGymID0143862,train
MassSpecGymID0143863,train
MassSpecGymID0143865,train
MassSpecGymID0143867,train
MassSpecGymID0143869,train
MassSpecGymID0143873,train
MassSpecGymID0143875,train
MassSpecGymID0143877,train
MassSpecGymID0143879,train
MassSpecGymID0143881,train
MassSpecGymID0143883,train
MassSpecGymID0143885,train
MassSpecGymID0143887,train
MassSpecGymID0143889,train
MassSpecGymID0143891,train
MassSpecGymID0143893,train
MassSpecGymID0143895,train
MassSpecGymID0143897,train
MassSpecGymID0143899,train
MassSpecGymID0143901,train
MassSpecGymID0143903,train
MassSpecGymID0143905,train
MassSpecGymID0143907,train
MassSpecGymID0143909,train
MassSpecGymID0143911,train
MassSpecGymID0143913,train
MassSpecGymID0143915,train
MassSpecGymID0143917,train
MassSpecGymID0143919,train
MassSpecGymID0143921,train
MassSpecGymID0143923,train
MassSpecGymID0143925,train
MassSpecGymID0143927,train
MassSpecGymID0143931,train
MassSpecGymID0143933,train
MassSpecGymID0143935,train
MassSpecGymID0143937,train
MassSpecGymID0143943,train
MassSpecGymID0143949,train
MassSpecGymID0143951,train
MassSpecGymID0143954,holdout
MassSpecGymID0143955,holdout
MassSpecGymID0143956,holdout
MassSpecGymID0143957,holdout
MassSpecGymID0143958,holdout
MassSpecGymID0143959,holdout
MassSpecGymID0143960,train
MassSpecGymID0143961,train
MassSpecGymID0143962,train
MassSpecGymID0143963,train
MassSpecGymID0143964,train
MassSpecGymID0143965,train
MassSpecGymID0143967,train
MassSpecGymID0143968,train
MassSpecGymID0143970,train
MassSpecGymID0143971,train
MassSpecGymID0143972,train
MassSpecGymID0143973,train
MassSpecGymID0143974,train
MassSpecGymID0143975,train
MassSpecGymID0143976,train
MassSpecGymID0143978,ood
MassSpecGymID0143979,ood
MassSpecGymID0143980,ood
MassSpecGymID0143981,ood
MassSpecGymID0143982,ood
MassSpecGymID0143983,ood
MassSpecGymID0143984,train
MassSpecGymID0143985,train
MassSpecGymID0143986,train
MassSpecGymID0143987,train
MassSpecGymID0143988,train
MassSpecGymID0143989,train
MassSpecGymID0143990,train
MassSpecGymID0143991,train
MassSpecGymID0143994,ood
MassSpecGymID0143996,ood
MassSpecGymID0143998,ood
MassSpecGymID0143999,ood
MassSpecGymID0144000,ood
MassSpecGymID0144014,ood
MassSpecGymID0144016,ood
MassSpecGymID0144018,ood
MassSpecGymID0144019,ood
MassSpecGymID0144020,ood
MassSpecGymID0144022,ood
MassSpecGymID0144024,ood
MassSpecGymID0144025,ood
MassSpecGymID0144026,ood
MassSpecGymID0144027,ood
MassSpecGymID0144028,ood
MassSpecGymID0144029,ood
MassSpecGymID0144030,ood
MassSpecGymID0144031,ood
MassSpecGymID0144032,ood
MassSpecGymID0144033,ood
MassSpecGymID0144034,ood
MassSpecGymID0144035,ood
MassSpecGymID0144036,ood
MassSpecGymID0144037,ood
MassSpecGymID0144039,ood
MassSpecGymID0144041,ood
MassSpecGymID0144043,ood
MassSpecGymID0144045,ood
MassSpecGymID0144047,ood
MassSpecGymID0144049,ood
MassSpecGymID0144051,ood
MassSpecGymID0144053,ood
MassSpecGymID0144055,ood
MassSpecGymID0144057,ood
MassSpecGymID0144059,ood
MassSpecGymID0144063,ood
MassSpecGymID0144064,ood
MassSpecGymID0144065,ood
MassSpecGymID0144066,ood
MassSpecGymID0144067,ood
MassSpecGymID0144125,ood
MassSpecGymID0144126,ood
MassSpecGymID0144128,ood
MassSpecGymID0144130,ood
MassSpecGymID0144131,ood
MassSpecGymID0144132,ood
MassSpecGymID0144133,ood
MassSpecGymID0144135,ood
MassSpecGymID0144137,ood
MassSpecGymID0144139,ood
MassSpecGymID0144141,ood
MassSpecGymID0144143,ood
MassSpecGymID0144146,ood
MassSpecGymID0144148,ood
MassSpecGymID0144157,ood
MassSpecGymID0144159,ood
MassSpecGymID0144161,ood
MassSpecGymID0144163,ood
MassSpecGymID0144165,ood
MassSpecGymID0144168,ood
MassSpecGymID0144170,ood
MassSpecGymID0144172,ood
MassSpecGymID0144174,ood
MassSpecGymID0144176,ood
MassSpecGymID0144178,id_val
MassSpecGymID0144179,id_val
MassSpecGymID0144180,id_val
MassSpecGymID0144181,id_val
MassSpecGymID0144182,id_val
MassSpecGymID0144183,id_val
MassSpecGymID0144184,id_val
MassSpecGymID0144185,id_val
MassSpecGymID0144186,id_val
MassSpecGymID0144187,id_val
MassSpecGymID0144188,ood
MassSpecGymID0144189,ood
MassSpecGymID0144190,ood
MassSpecGymID0144191,ood
MassSpecGymID0144192,ood
MassSpecGymID0144193,ood
MassSpecGymID0144197,ood
MassSpecGymID0144202,ood
MassSpecGymID0144203,ood
MassSpecGymID0144204,ood
MassSpecGymID0144205,ood
MassSpecGymID0144220,train
MassSpecGymID0144221,train
MassSpecGymID0144222,train
MassSpecGymID0144223,train
MassSpecGymID0144224,train
MassSpecGymID0144225,train
MassSpecGymID0144226,train
MassSpecGymID0144227,train
MassSpecGymID0144228,train
MassSpecGymID0144229,train
MassSpecGymID0144230,train
MassSpecGymID0144231,train
MassSpecGymID0144232,train
MassSpecGymID0144233,train
MassSpecGymID0144234,train
MassSpecGymID0144235,train
MassSpecGymID0144237,train
MassSpecGymID0144238,train
MassSpecGymID0144240,train
MassSpecGymID0144241,train
MassSpecGymID0144242,train
MassSpecGymID0144243,train
MassSpecGymID0144247,train
MassSpecGymID0144248,train
MassSpecGymID0144249,train
MassSpecGymID0144250,train
MassSpecGymID0144251,train
MassSpecGymID0144252,train
MassSpecGymID0144253,holdout
MassSpecGymID0144254,holdout
MassSpecGymID0144255,holdout
MassSpecGymID0144256,holdout
MassSpecGymID0144257,holdout
MassSpecGymID0144258,holdout
MassSpecGymID0144259,holdout
MassSpecGymID0144260,holdout
MassSpecGymID0144261,holdout
MassSpecGymID0144262,holdout
MassSpecGymID0144263,holdout
MassSpecGymID0144264,holdout
MassSpecGymID0144265,holdout
MassSpecGymID0144266,holdout
MassSpecGymID0144267,holdout
MassSpecGymID0144268,holdout
MassSpecGymID0144270,holdout
MassSpecGymID0144271,holdout
MassSpecGymID0144273,holdout
MassSpecGymID0144274,holdout
MassSpecGymID0144277,holdout
MassSpecGymID0144278,holdout
MassSpecGymID0144281,holdout
MassSpecGymID0144282,holdout
MassSpecGymID0144283,holdout
MassSpecGymID0144284,holdout
MassSpecGymID0144285,holdout
MassSpecGymID0144286,holdout
MassSpecGymID0144287,holdout
MassSpecGymID0144288,holdout
MassSpecGymID0144289,holdout
MassSpecGymID0144290,holdout
MassSpecGymID0144291,train
MassSpecGymID0144292,train
MassSpecGymID0144293,train
MassSpecGymID0144294,train
MassSpecGymID0144295,train
MassSpecGymID0144296,train
MassSpecGymID0144297,train
MassSpecGymID0144298,train
MassSpecGymID0144299,train
MassSpecGymID0144300,train
MassSpecGymID0144301,train
MassSpecGymID0144302,train
MassSpecGymID0144303,train
MassSpecGymID0144304,train
MassSpecGymID0144305,holdout
MassSpecGymID0144306,holdout
MassSpecGymID0144307,holdout
MassSpecGymID0144308,holdout
MassSpecGymID0144309,ood
